,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y1
616,0.66,759.5,318.5,220.5,13.399505077473114,2,0.4,5,0.3345165930395041,14.96
440,0.71,710.5,269.5,220.5,11.64129173474802,3,0.4,4,3.0992985167680973,14.7
15,0.76,661.5,416.5,122.5,10.455380357391526,2,0.25,2,5.201601677234616,36.95
478,0.98,514.5,294.0,110.25,6.462573679605158,5,0.0,0,4.26657015567021,15.55
256,0.86,588.0,294.0,147.0,1.5229613939199682,3,0.25,3,5.012234002047076,29.4
388,0.82,612.5,318.5,147.0,-5.178873489743129,4,0.25,3,2.4699191305666215,25.37
360,0.62,808.5,367.5,220.5,10.623065308158289,5,0.25,4,5.905927280065999,14.65
367,0.76,661.5,416.5,122.5,10.367783555115118,4,0.25,1,-0.23726178427613398,36.91
446,0.71,710.5,269.5,220.5,11.878541652971586,4,0.1,4,7.3388273736109415,10.53
589,0.98,514.5,294.0,110.25,9.043070045394536,4,0.25,3,3.0841859849383266,28.17
342,0.98,514.5,294.0,110.25,13.711524003756898,3,0.25,1,6.8113438379538325,28.15
453,0.62,808.5,367.5,220.5,3.002471864005512,4,0.4,2,9.561457776709029,17.26
426,0.9,563.5,318.5,122.5,1.2260995733019735,3,0.1,5,0.1309844315944555,29.08
9,0.9,563.5,318.5,122.5,13.89914777906207,2,0.1,3,3.8235868590391355,28.07
249,0.76,661.5,416.5,122.5,5.550206614255176,5,0.25,1,-0.6467507001162458,36.43
22,0.66,759.5,318.5,220.5,3.2878299260075194,4,0.1,1,13.445812749133896,11.7
221,0.69,735.0,294.0,220.5,-1.7958574223728725,4,0.1,1,0.9472936670631231,11.09
526,0.82,612.5,318.5,147.0,11.564903977756249,4,0.4,1,4.492534099475122,29.53
751,0.66,759.5,318.5,220.5,3.5295653747827784,5,0.4,3,12.168212236389074,14.9
752,0.98,514.5,294.0,110.25,15.09170428326685,5,0.1,2,9.464296945636036,24.25
424,0.66,759.5,318.5,220.5,5.158138635191552,4,0.0,0,10.75671405587361,7.1
644,0.74,686.0,245.0,220.5,7.158243236921929,3,0.1,4,0.8364129168164431,10.15
203,0.86,588.0,294.0,147.0,8.477924631165795,5,0.25,3,10.114565526503036,29.07
500,0.62,808.5,367.5,220.5,5.930548764839006,3,0.1,4,6.3691232449217905,13.04
93,0.66,759.5,318.5,220.5,2.425766702509567,2,0.25,4,-1.3594667682188386,12.95
369,0.62,808.5,367.5,220.5,-0.7082787413406431,4,0.0,0,3.0768296881171175,8.45
332,0.76,661.5,416.5,122.5,11.853784473089462,2,0.1,1,1.3735052992355623,32.96
522,0.76,661.5,416.5,122.5,4.768296557345532,5,0.4,1,8.790030219806654,40.43
284,0.64,784.0,343.0,220.5,-17.333710853017074,4,0.0,0,-1.0601307039944792,10.77
184,0.9,563.5,318.5,122.5,17.253150360030148,2,0.25,1,9.92598991824245,32.68
623,0.66,759.5,318.5,220.5,5.190269538235782,3,0.1,1,-4.829078993055683,11.69
365,0.74,686.0,245.0,220.5,-1.7825691157875765,3,0.4,3,-1.4096941356228758,14.22
153,0.71,710.5,269.5,220.5,12.414573557350977,4,0.25,4,3.827107419042117,12.17
75,0.74,686.0,245.0,220.5,4.741525470871833,4,0.25,2,1.5598995047335749,12.16
422,0.98,514.5,294.0,110.25,-0.3748785050025054,2,0.4,2,3.7923355941361088,32.82
277,0.69,735.0,294.0,220.5,15.58923944197878,3,0.25,3,5.800997089205758,12.46
68,0.62,808.5,367.5,220.5,-0.69270718347674,5,0.1,4,7.4821113272209425,13.0
695,0.62,808.5,367.5,220.5,8.505047469168007,2,0.25,4,2.9791444352739096,14.33
188,0.71,710.5,269.5,220.5,7.485773987974281,5,0.25,1,1.6452208852879313,12.63
271,0.86,588.0,294.0,147.0,7.834847500185703,2,0.1,2,9.207966436591198,26.48
236,0.79,637.0,343.0,147.0,-3.00326187175774,3,0.4,2,0.11052959195765744,43.1
88,0.79,637.0,343.0,147.0,10.123718799431117,3,0.1,1,-0.8471392380067928,37.12
654,0.62,808.5,367.5,220.5,-0.044352169027858324,5,0.0,0,7.399962406499296,8.5
117,0.74,686.0,245.0,220.5,5.903794876886627,2,0.1,3,2.9638740331112032,10.39
125,0.64,784.0,343.0,220.5,10.04311726420023,5,0.4,5,8.318214958588426,17.88
633,0.62,808.5,367.5,220.5,-14.144528456792553,5,0.1,1,6.426771909851745,13.02
289,0.69,735.0,294.0,220.5,-5.068429437192391,4,0.1,3,11.751023780562383,11.1
238,0.66,759.5,318.5,220.5,10.558664498587273,4,0.25,1,2.5273363188604385,13.17
0,0.62,808.5,367.5,220.5,3.3503299484328206,2,0.4,3,-4.59612238148573,16.47
759,0.74,686.0,245.0,220.5,-3.5385148280164342,3,0.1,2,5.66621190701719,10.46
368,0.66,759.5,318.5,220.5,7.436150783942394,2,0.25,3,4.7256912622017175,12.97
672,0.69,735.0,294.0,220.5,0.5359352112797682,2,0.1,2,-2.9323617789528913,11.45
434,0.71,710.5,269.5,220.5,9.991172435932736,4,0.1,2,0.6447006859746923,10.55
278,0.62,808.5,367.5,220.5,-8.109405520412471,3,0.25,4,4.636737123241776,14.61
602,0.71,710.5,269.5,220.5,15.2134179100195,3,0.25,1,4.018210968277206,12.65
116,0.69,735.0,294.0,220.5,6.11395811681856,5,0.1,4,6.491311652048333,11.2
228,0.86,588.0,294.0,147.0,12.758063537185455,4,0.4,1,3.5937032063782,32.09
545,0.71,710.5,269.5,220.5,-3.3112514740825088,4,0.4,1,6.600491890166783,14.5
698,0.9,563.5,318.5,122.5,9.083538106668447,3,0.25,3,7.146505034761235,32.4
533,0.79,637.0,343.0,147.0,16.957436645894294,5,0.25,3,8.878685145321134,39.83
274,0.62,808.5,367.5,220.5,1.987036873783732,2,0.1,1,3.1523868130564647,12.96
318,0.86,588.0,294.0,147.0,7.682545140520192,5,0.1,4,6.223333374429509,27.03
530,0.76,661.5,416.5,122.5,-1.6812042124623847,5,0.1,2,2.4784788906279074,32.41
144,0.9,563.5,318.5,122.5,-13.498669270362484,3,0.4,4,2.2880065201407764,35.73
479,0.62,808.5,367.5,220.5,-2.2260799128860143,3,0.4,2,7.742865534853766,17.23
598,0.62,808.5,367.5,220.5,1.1025868159457035,4,0.4,3,-4.466716017774859,16.55
696,0.86,588.0,294.0,147.0,1.4258254525634007,3,0.1,2,6.6469040068879774,27.02
711,0.66,759.5,318.5,220.5,6.029247657462227,2,0.4,1,-1.7434268397083312,15.23
268,0.74,686.0,245.0,220.5,19.311524676123884,4,0.1,1,-1.455982996735569,10.36
649,0.79,637.0,343.0,147.0,18.28367316162803,4,0.4,1,3.4945068498496057,42.5
307,0.76,661.5,416.5,122.5,1.5794827813147592,3,0.25,4,-4.016841290679577,36.45
310,0.86,588.0,294.0,147.0,3.284765901524899,3,0.1,5,6.565795820750549,26.45
420,0.79,637.0,343.0,147.0,6.332496241677113,4,0.25,2,1.791365180180833,39.97
46,0.66,759.5,318.5,220.5,3.979461042130626,5,0.0,0,-2.590259163567276,7.1
349,0.66,759.5,318.5,220.5,16.8959394667803,4,0.1,5,7.139636758133845,11.22
371,0.69,735.0,294.0,220.5,12.277221694029565,5,0.25,2,6.500396156713002,12.95
595,0.79,637.0,343.0,147.0,5.12303544034069,2,0.25,5,4.549605377664361,39.89
261,0.69,735.0,294.0,220.5,9.346112952532195,5,0.4,5,6.319308180139977,14.21
195,0.79,637.0,343.0,147.0,10.730866995570675,3,0.25,5,4.119315047739599,39.83
767,0.9,563.5,318.5,122.5,10.70630824094485,4,0.1,2,5.605983657767972,28.83
645,0.9,563.5,318.5,122.5,18.646578577174132,2,0.0,0,14.45617662851106,20.84
107,0.62,808.5,367.5,220.5,8.309653991432919,2,0.4,4,1.9027451526441563,16.44
59,0.76,661.5,416.5,122.5,11.043761273333015,2,0.25,3,-2.0521595249657656,35.99
578,0.86,588.0,294.0,147.0,21.967721402974256,5,0.4,4,4.153065247960165,32.75
664,0.69,735.0,294.0,220.5,-4.760191228220316,4,0.25,3,7.638010108884375,12.31
100,0.76,661.5,416.5,122.5,2.0587848365251986,2,0.4,1,5.863421899750707,40.78
445,0.98,514.5,294.0,110.25,-3.6117770264886637,5,0.4,1,10.089871580953716,32.53
689,0.62,808.5,367.5,220.5,-4.086784033793606,3,0.4,5,0.24713936029554306,16.44
727,0.69,735.0,294.0,220.5,12.227843401487736,4,0.4,1,11.691412156105411,14.42
423,0.74,686.0,245.0,220.5,-4.531658976651988,3,0.1,3,1.7510886803749628,10.34
179,0.76,661.5,416.5,122.5,8.845607245749468,2,0.1,3,5.835177612915552,32.52
304,0.82,612.5,318.5,147.0,12.330500007273695,4,0.25,4,-0.47952307548755213,25.43
398,0.9,563.5,318.5,122.5,8.2801458068223,2,0.25,4,6.103270911896133,32.67
444,0.86,588.0,294.0,147.0,10.125567367425154,3,0.1,1,4.13058119208606,26.91
739,0.74,686.0,245.0,220.5,-7.694449398415532,3,0.25,1,2.3361501114848484,12.5
149,0.79,637.0,343.0,147.0,4.896873366333859,5,0.25,2,-4.532659984829105,38.98
124,0.9,563.5,318.5,122.5,-5.430070128128515,3,0.1,2,11.105626607326169,29.68
611,0.86,588.0,294.0,147.0,1.9945817000303006,3,0.4,5,5.842814104715094,31.81
669,0.82,612.5,318.5,147.0,1.7832888912555145,4,0.1,1,5.8468047428489,23.54
185,0.64,784.0,343.0,220.5,7.961528485800996,2,0.1,2,4.643114029208615,15.41
674,0.64,784.0,343.0,220.5,3.6249466715968244,2,0.25,5,8.144758091358636,16.73
495,0.98,514.5,294.0,110.25,5.325489443365107,4,0.1,1,-0.14885647941725555,24.63
436,0.9,563.5,318.5,122.5,13.550221150038885,3,0.25,2,3.561694907641463,33.27
757,0.76,661.5,416.5,122.5,20.480114229668075,4,0.1,4,8.017070971731368,33.09
575,0.9,563.5,318.5,122.5,23.7075421829594,4,0.25,4,2.5831198278452123,32.07
321,0.69,735.0,294.0,220.5,7.68011284212606,3,0.25,2,10.42066022304354,12.87
353,0.79,637.0,343.0,147.0,3.903202380204792,3,0.4,1,3.5996922583616273,42.62
709,0.64,784.0,343.0,220.5,9.354965634306364,5,0.1,1,-0.30817404698494866,15.21
142,0.98,514.5,294.0,110.25,5.1712006772798516,3,0.25,4,0.8948531272369791,28.55
724,0.74,686.0,245.0,220.5,8.47655992244839,2,0.25,5,-5.117366183648039,12.12
141,0.76,661.5,416.5,122.5,2.894291468227318,4,0.4,4,10.994221863338609,40.6
399,0.66,759.5,318.5,220.5,7.51426188934036,3,0.4,5,-2.19504794699251,14.92
493,0.76,661.5,416.5,122.5,7.303502683580816,5,0.1,5,11.942216554140565,33.27
320,0.62,808.5,367.5,220.5,-3.143555252452522,3,0.1,1,6.698685577260187,12.97
19,0.76,661.5,416.5,122.5,12.666430777608511,3,0.1,4,0.26481093354159924,32.38
172,0.74,686.0,245.0,220.5,-9.307231827812124,2,0.1,5,2.886250349851581,10.47
627,0.69,735.0,294.0,220.5,8.45769156772909,5,0.0,0,3.1923628117270413,6.81
312,0.71,710.5,269.5,220.5,9.767124074260764,3,0.1,4,-2.1322602113203275,10.68
390,0.79,637.0,343.0,147.0,1.9658928504576902,5,0.4,5,6.386902331728022,40.79
715,0.74,686.0,245.0,220.5,8.399750352108818,5,0.25,1,4.014461388130107,12.45
12,0.9,563.5,318.5,122.5,12.800766294783976,5,0.1,4,3.205921548401212,29.79
407,0.82,612.5,318.5,147.0,-0.6572073191603431,5,0.25,3,7.06384220098604,25.17
408,0.82,612.5,318.5,147.0,9.750303052399083,3,0.25,5,4.1460661909515775,25.17
305,0.82,612.5,318.5,147.0,10.700730342831609,3,0.4,2,3.317294772793347,29.49
354,0.74,686.0,245.0,220.5,9.06430206052622,4,0.4,4,5.490634628540811,14.32
25,0.79,637.0,343.0,147.0,1.0407788415484074,3,0.1,4,0.32253079346543245,35.89
576,0.9,563.5,318.5,122.5,-5.687866497903666,4,0.1,5,5.593730287402741,28.03
169,0.69,735.0,294.0,220.5,5.451625583268002,5,0.1,2,1.3280648586101502,11.49
38,0.9,563.5,318.5,122.5,0.8468612017016142,4,0.4,2,4.681838253969278,36.06
507,0.71,710.5,269.5,220.5,17.25502324965837,5,0.1,3,5.042010732472807,10.7
245,0.71,710.5,269.5,220.5,1.5237943940320267,3,0.0,0,10.284768517589468,6.4
298,0.82,612.5,318.5,147.0,1.5943353667071056,5,0.0,0,6.077535335366841,15.98
641,0.86,588.0,294.0,147.0,12.346723909744647,2,0.25,3,2.8121406816969765,28.4
416,0.82,612.5,318.5,147.0,-7.769502897904751,2,0.0,0,9.839199547695175,17.05
527,0.9,563.5,318.5,122.5,14.74547728426289,5,0.1,2,9.310812297845592,27.9
272,0.79,637.0,343.0,147.0,-0.19027238658502554,4,0.1,2,2.7605758682015553,36.97
590,0.74,686.0,245.0,220.5,-3.662770578904193,2,0.4,5,3.6233921111913956,14.41
154,0.82,612.5,318.5,147.0,12.723050523529952,2,0.1,1,4.211009929720189,23.53
126,0.69,735.0,294.0,220.5,6.511276208780133,4,0.4,4,7.653313153701211,14.53
638,0.74,686.0,245.0,220.5,1.8880677284198562,3,0.4,1,-0.45017651998705244,14.61
341,0.86,588.0,294.0,147.0,10.372692884915645,3,0.4,3,6.627391992110432,32.12
430,0.62,808.5,367.5,220.5,16.887616722388294,5,0.25,5,4.730265079970432,13.86
287,0.64,784.0,343.0,220.5,6.734358039693581,4,0.4,3,4.641703900533074,18.48
113,0.66,759.5,318.5,220.5,2.3177574494602275,4,0.4,3,3.632054384867424,14.72
701,0.69,735.0,294.0,220.5,-12.201005533380632,3,0.4,1,2.413215820203279,14.7
173,0.98,514.5,294.0,110.25,0.37202380175803196,3,0.4,4,9.291275127909444,32.67
359,0.98,514.5,294.0,110.25,4.143766393547125,2,0.1,3,4.1805194207632335,24.28
450,0.69,735.0,294.0,220.5,-8.748860020445777,4,0.25,1,6.96734742088577,12.73
57,0.82,612.5,318.5,147.0,-0.7883695976357492,4,0.25,5,3.6747093518158773,24.6
531,0.9,563.5,318.5,122.5,0.39671576016835886,3,0.1,1,-3.5957340710917243,29.87
222,0.98,514.5,294.0,110.25,10.407097649544287,5,0.1,1,3.5952531086019754,24.59
280,0.69,735.0,294.0,220.5,-6.5191475553049525,5,0.4,4,0.34406616455933703,14.71
17,0.74,686.0,245.0,220.5,9.534330638508594,3,0.25,4,2.6027787955674624,12.3
523,0.82,612.5,318.5,147.0,4.761918652033325,5,0.4,2,15.322008620782663,28.01
322,0.62,808.5,367.5,220.5,6.84718576710947,2,0.25,1,-0.5734617440721442,15.09
255,0.71,710.5,269.5,220.5,11.560109518695377,5,0.1,4,3.8849121119646943,10.72
517,0.76,661.5,416.5,122.5,1.4821778074866092,3,0.4,5,8.957989946803544,39.72
622,0.98,514.5,294.0,110.25,2.146397641877626,3,0.4,2,5.999331735092249,32.71
737,0.82,612.5,318.5,147.0,19.258941797424928,2,0.1,5,0.9483979429074462,24.37
190,0.9,563.5,318.5,122.5,19.64432549254699,4,0.0,0,1.0257958682769943,20.71
115,0.71,710.5,269.5,220.5,15.119740275765963,3,0.4,2,6.062340792973831,14.66
732,0.86,588.0,294.0,147.0,8.15910266477513,3,0.4,4,9.394144744178337,31.66
467,0.64,784.0,343.0,220.5,14.551632629523892,3,0.25,5,1.012079090972939,16.86
94,0.76,661.5,416.5,122.5,18.38198508879952,3,0.25,3,1.5574892431289042,36.59
180,0.71,710.5,269.5,220.5,-6.581318121380642,2,0.0,0,8.058251563406534,6.37
301,0.9,563.5,318.5,122.5,-1.6866010310814836,2,0.25,3,8.809025820765923,31.63
736,0.69,735.0,294.0,220.5,-3.047429327536011,2,0.4,1,1.235487057135293,14.51
569,0.66,759.5,318.5,220.5,1.0321376923534422,5,0.1,5,3.6054478713837916,11.34
628,0.82,612.5,318.5,147.0,1.9171008893949653,2,0.4,1,-2.9013565510840307,29.22
537,0.76,661.5,416.5,122.5,11.378118379023736,3,0.4,2,1.577012714987978,40.15
680,0.64,784.0,343.0,220.5,-1.7626764308170966,5,0.25,2,3.814486580379964,17.11
521,0.86,588.0,294.0,147.0,13.505641493983818,2,0.4,1,6.62729907489538,31.89
5,0.82,612.5,318.5,147.0,10.25641829699628,2,0.1,4,0.47392428807391274,23.8
753,0.66,759.5,318.5,220.5,14.231807324247049,2,0.25,2,-0.6723597423671341,13.05
45,0.71,710.5,269.5,220.5,-6.4140671588277804,5,0.0,0,8.820977792428444,6.4
499,0.82,612.5,318.5,147.0,-4.048356825230199,3,0.1,3,5.221296378042433,23.84
584,0.74,686.0,245.0,220.5,6.1225693827446825,5,0.1,4,0.04141881427981797,10.14
171,0.76,661.5,416.5,122.5,18.91890750881666,4,0.1,1,12.367846996655778,32.94
16,0.76,661.5,416.5,122.5,13.403276201821459,3,0.25,5,4.070557787678974,36.64
48,0.86,588.0,294.0,147.0,17.88526876670921,5,0.25,1,7.603288324692297,28.66
743,0.62,808.5,367.5,220.5,10.581851863911929,5,0.1,3,9.641825688268339,12.73
704,0.69,735.0,294.0,220.5,4.262753595530466,4,0.0,0,9.437378237357695,6.77
3,0.79,637.0,343.0,147.0,14.580211696982863,4,0.4,4,9.94064598527854,41.32
621,0.71,710.5,269.5,220.5,-14.475114671876842,2,0.4,1,5.8309541429804925,14.51
543,0.82,612.5,318.5,147.0,-10.75440298198028,5,0.25,1,10.099510963056318,26.19
316,0.64,784.0,343.0,220.5,17.41119731038063,2,0.25,3,-0.8876489630453247,16.83
541,0.76,661.5,416.5,122.5,9.62303619327486,2,0.25,4,6.544526478252427,36.95
480,0.82,612.5,318.5,147.0,12.45641652570096,5,0.4,1,3.086847264453236,28.65
447,0.64,784.0,343.0,220.5,12.856719939422188,2,0.1,5,7.1206230987760355,15.16
708,0.71,710.5,269.5,220.5,0.864417709223269,4,0.25,2,-3.9819984631438228,12.2
283,0.64,784.0,343.0,220.5,0.13390565055157388,5,0.0,0,4.29724713231167,10.56
96,0.86,588.0,294.0,147.0,14.723179876729365,4,0.1,5,2.3796124065072966,25.36
285,0.76,661.5,416.5,122.5,8.591585174371957,5,0.1,3,15.664390139072902,33.24
515,0.76,661.5,416.5,122.5,-8.35738524958125,4,0.4,5,8.312653779468027,39.31
225,0.71,710.5,269.5,220.5,7.402978278968591,5,0.4,4,6.526937324216595,14.66
26,0.9,563.5,318.5,122.5,1.5985738002049477,3,0.4,2,3.298169705873746,36.57
607,0.64,784.0,343.0,220.5,6.61327356534343,4,0.1,5,9.981497760056612,15.12
263,0.62,808.5,367.5,220.5,-4.131515355173159,3,0.25,5,8.10083568217109,13.99
437,0.62,808.5,367.5,220.5,15.803455347300423,4,0.25,3,11.360788979302564,13.95
50,0.9,563.5,318.5,122.5,-17.156097246566603,3,0.4,3,13.979142065730805,34.95
364,0.71,710.5,269.5,220.5,3.5565052690254118,2,0.1,5,5.381156369688432,10.78
229,0.64,784.0,343.0,220.5,-6.84618366296931,3,0.25,1,8.999718817212965,17.35
37,0.79,637.0,343.0,147.0,0.8982017714702861,4,0.1,1,0.9986216892522646,36.9
157,0.9,563.5,318.5,122.5,7.156933261551919,4,0.25,1,0.450743980791092,32.84
237,0.62,808.5,367.5,220.5,8.336122610842935,2,0.1,2,-3.6039459066401656,12.88
738,0.76,661.5,416.5,122.5,10.998912989922971,3,0.0,0,0.5458452269819958,23.93
374,0.98,514.5,294.0,110.25,12.54783129531195,5,0.1,4,10.922641244754027,24.32
469,0.69,735.0,294.0,220.5,9.017662441961555,3,0.4,5,4.961799290447642,14.28
370,0.82,612.5,318.5,147.0,-10.226743358969955,3,0.25,2,2.7418729290040336,25.98
442,0.76,661.5,416.5,122.5,11.411810201916186,5,0.25,2,16.902955432315117,36.45
740,0.74,686.0,245.0,220.5,6.441194343931373,5,0.25,4,3.905527860253807,12.43
175,0.79,637.0,343.0,147.0,-6.145510489233338,2,0.4,3,-2.0502013663322374,41.26
655,0.69,735.0,294.0,220.5,-0.3359437391939468,2,0.0,0,5.2782624769012445,6.85
127,0.79,637.0,343.0,147.0,-0.2164124348600831,5,0.1,5,9.037952291485201,35.48
571,0.79,637.0,343.0,147.0,10.463678602885569,2,0.25,3,1.07318397417306,39.04
194,0.79,637.0,343.0,147.0,5.1278411271441495,2,0.25,2,-0.8247566437827869,38.57
657,0.66,759.5,318.5,220.5,7.205478362140678,4,0.1,2,-0.8277456600402893,11.33
665,0.9,563.5,318.5,122.5,10.183416399574472,5,0.25,3,4.836468024668273,32.29
503,0.66,759.5,318.5,220.5,15.126085306568275,3,0.25,4,3.3537840708285094,13.0
742,0.66,759.5,318.5,220.5,8.504064134648285,2,0.1,5,6.5778332057769395,11.38
721,0.76,661.5,416.5,122.5,18.450934254649468,4,0.4,3,2.9274931838338003,38.89
741,0.79,637.0,343.0,147.0,-9.800212061212992,2,0.1,3,-0.6085563927022478,35.78
162,0.62,808.5,367.5,220.5,4.314850362095894,4,0.4,4,5.561119096361525,16.94
552,0.82,612.5,318.5,147.0,10.36075592361473,2,0.4,4,8.281983197808593,28.93
152,0.86,588.0,294.0,147.0,-2.446502522470759,2,0.25,1,-1.3620359946642093,29.54
536,0.74,686.0,245.0,220.5,7.3549284937479324,4,0.4,3,3.611606189695205,14.1
551,0.66,759.5,318.5,220.5,7.361503097673701,3,0.4,2,6.599281158592409,15.29
591,0.71,710.5,269.5,220.5,0.23519328671823514,3,0.25,5,-1.7464552660056842,12.19
111,0.86,588.0,294.0,147.0,-2.765699407313269,2,0.4,5,0.13237032678853533,32.31
226,0.64,784.0,343.0,220.5,17.934784878293947,5,0.4,2,6.082883117047743,19.12
542,0.82,612.5,318.5,147.0,7.687144050346643,3,0.1,5,6.746145325748728,23.89
103,0.9,563.5,318.5,122.5,16.63107549735053,2,0.1,5,0.9349741346670042,29.83
421,0.74,686.0,245.0,220.5,-8.09716175758824,3,0.0,0,9.481844538471872,6.05
419,0.79,637.0,343.0,147.0,1.7998085247448143,3,0.25,1,8.444390866303157,40.03
119,0.9,563.5,318.5,122.5,-2.110664942246153,5,0.0,0,-1.324074262520476,19.68
53,0.79,637.0,343.0,147.0,16.911570823515497,5,0.25,4,10.062525183696959,40.12
151,0.86,588.0,294.0,147.0,11.37695292140168,2,0.25,2,1.4671605384810382,29.34
403,0.66,759.5,318.5,220.5,-7.108381488656306,3,0.4,4,4.927397970120948,15.29
723,0.71,710.5,269.5,220.5,-6.99775354745125,4,0.4,5,17.457870080434006,12.76
207,0.98,514.5,294.0,110.25,4.140436617516583,3,0.25,5,9.65683632546024,28.58
650,0.98,514.5,294.0,110.25,10.278102367675979,4,0.1,2,8.380269462730876,24.13
